TYPE,SITE_ID,SITE_PID,SITE_TYPE,NAME_ENG,NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,REALM,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,GOVSUBTYPE,OWN_TYPE,OWNSUBTYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,PRNT_ISO3,ISO3,SUPP_INFO,CONS_OBJ,INLND_WTRS,OECM_ASMT
Polygon,555795371,555795371,PA,Thane Creek,Thane Creek,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(i);(ii);(iii);(iv);(v);(vi);(vii);(viii)",Coastal,0,19.1188052143172,65.2108,65.6900877195581,Not Reported,0,Designated,2022,Not Reported,Not Applicable,Joint ownership,Not Reported,Mangrove Cell of Forest Department of Maharashtra,Site management information available at: https://rsis.ramsar.org/ris/2490,State Verified,2123,IND,IND,More information available at: https://rsis.ramsar.org/ris/2490,Not Applicable,Not Reported,Not Applicable
Polygon,555795372,555795372,PA,Chitrangudi Bird Sanctuary,Chitrangudi Kanmoli,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(iii);(iv);(vi)",Terrestrial,0,0,2.6047,2.60474207348506,Not Applicable,0,Designated,2021,Not Reported,Not Applicable,State,Not Applicable,"Tamil Nadu Forest Department, Ramanathapuram District",Site management information available at: https://rsis.ramsar.org/ris/2491,State Verified,2123,IND,IND,More information available at: https://rsis.ramsar.org/ris/2491,Not Applicable,Not Reported,Not Applicable
Polygon,555795373,555795373,PA,Suchindram Theroor Wetland Complex,Suchindram Theroor Wetland Complex,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(ii);(iii);(iv);(v);(vi);(vii)",Terrestrial,0,0,0.94229,0.942288522864613,Not Applicable,0,Designated,2022,Not Reported,Not Applicable,Joint ownership,Not Reported,DISTRICT FOREST OFFICE,Site management information available at: https://rsis.ramsar.org/ris/2492,State Verified,2123,IND,IND,More information available at: https://rsis.ramsar.org/ris/2492,Not Applicable,Not Reported,Not Applicable
Polygon,555795374,555795374,PA,Vaduvur Bird Sanctuary,Vaduvur Bird Sanctuary,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(ii);(iii);(iv);(v);(vi)",Terrestrial,0,0,1.12638,1.12637918795258,Not Applicable,0,Designated,2022,Not Reported,Not Applicable,Joint ownership,Not Reported,"Tamil Nadu Forest Department, Thiruvarur District",Site management information available at: https://rsis.ramsar.org/ris/2493,State Verified,2123,IND,IND,More information available at: https://rsis.ramsar.org/ris/2493,Not Applicable,Not Reported,Not Applicable
Polygon,555795375,555795375,PA,Hirakud Reservoir,Hirakud Reservoir,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(i);(ii);(iii);(iv);(v);(vi);(viii)",Terrestrial,0,0,654,654.351195371976,Not Applicable,0,Designated,2021,Not Reported,Not Applicable,Joint ownership,Not Reported,"Divisional Forest Officer, Hirakud Wildlife Division, Sambalpur",Site management information available at: https://rsis.ramsar.org/ris/2494,State Verified,2123,IND,IND,More information available at: https://rsis.ramsar.org/ris/2494,Not Applicable,Not Reported,Not Applicable
Polygon,555795376,555795376,PA,Yashwant Sagar,Yashwant Sagar Dam,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(ii);(iii);(iv);(v);(vii);(viii)",Terrestrial,0,0,8.229,8.23105439198575,Not Applicable,0,Designated,2022,Not Reported,Not Applicable,State,Not Applicable,Full information available from the Ramsar Sites Information Service (RSIS) website - https://rsis.ramsar.org/ris/2495,Site management information available at: https://rsis.ramsar.org/ris/2495,State Verified,2123,IND,IND,More information available at: https://rsis.ramsar.org/ris/2495,Not Applicable,Not Reported,Not Applicable
Polygon,555795377,555795377,PA,Hygam Wetland Conservation Reserve,Hygam rakh,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,IV,"(i);(ii);(iii);(v);(vi)",Terrestrial,0,0,8.0182,8.01820089482683,Not Applicable,0,Designated,2022,Not Reported,Not Applicable,State,Not Applicable,"Department of Wildlife Protection, Government of UT of Jammu & Kashmir",Site management information available at: https://rsis.ramsar.org/ris/2496,State Verified,2123,IND,IND,More information available at: https://rsis.ramsar.org/ris/2496,Not Applicable,Not Reported,Not Applicable
Point,68008,68008,PA,Harike Lake,Harike Lake,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,Not Reported,Terrestrial,0,,41,,Not Applicable,0,Designated,1990,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is implented and available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,900551,900551,PA,Nilgiri,Nilgiri,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,,5520,,Not Applicable,0,Designated,2000,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,988,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,900665,900665,PA,Gulf of Mannar,Gulf of Mannar,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Marine,0,,10500,,Not Reported,0,Designated,2001,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,988,IND,IND,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Point,900666,900666,PA,Sunderban,Sunderban,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Marine,0,,9630,,Not Reported,0,Designated,2001,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,988,IND,IND,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Point,900695,900695,PA,Kanjli,Kanjli,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,(iii),Terrestrial,0,,1.83,,Not Applicable,0,Designated,2002,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is implemented and is available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,900696,900696,PA,Ropar,Ropar,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(ii);(iii)",Terrestrial,0,,13.65,,Not Applicable,0,Designated,2002,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is not implented and not available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,900768,900768,PA,Ashtamudi Wetland,Ashtamudi Wetland,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(i);(ii);(iii);(viii)",Marine,0,,614,,Not Reported,0,Designated,2002,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is not implemented and not available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Point,900769,900769,PA,Bhitarkanika Mangroves,Bhitarkanika Mangroves,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(ii);(iv);(v);(viii)",Terrestrial,0,,650,,Not Applicable,0,Designated,2002,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is not implemented and not available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,900771,900771,PA,Deepor Beel,Deepor Beel,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(i);(ii);(iv);(vii);(viii)",Terrestrial,0,,40,,Not Applicable,0,Designated,2002,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is not implemented and not available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,900772,900772,PA,East Calcutta Wetlands,East Calcutta Wetlands,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,(i),Terrestrial,0,,125,,Not Applicable,0,Designated,2002,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is not implemented and not available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,900773,900773,PA,Kolleru Lake,Kolleru Lake,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(i);(ii);(iv);(v);(viii)",Terrestrial,0,,901,,Not Applicable,0,Designated,2002,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is not implemented and not available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,900774,900774,PA,Point Calimere Wildlife and Bird Sanctuary,Point Calimere Wildlife and Bird Sanctuary,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(ii);(v);(vi);(viii)",Marine,0,,385,,Not Reported,0,Designated,2002,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is not implemented and not available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Point,900775,900775,PA,Pong Dam Lake,Pong Dam Lake,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(v);(viii)",Terrestrial,0,,156.62,,Not Applicable,0,Designated,2002,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is implemented and is available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,900776,900776,PA,Sasthamkotta Lake,Sasthamkotta Lake,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(i);(ii);(vii);(viii)",Terrestrial,0,,3.73,,Not Applicable,0,Designated,2002,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is not implemented and not available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,900777,900777,PA,Tsomoriri,Tsomoriri,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(i);(ii);(iv)",Terrestrial,0,,120,,Not Applicable,0,Designated,2002,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,900778,900778,PA,Vembanad-Kol Wetland,Vembanad-Kol Wetland,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(i);(ii);(iv);(v);(viii)",Terrestrial,0,,1512.5,,Not Applicable,0,Designated,2002,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is not implemented and not available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,900795,900795,PA,Bhoj Wetland,Bhoj Wetland,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(i);(iii);(v);(viii)",Terrestrial,0,,32.01,,Not Applicable,0,Designated,2002,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is implemented and is available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,902824,902824,PA,Chandertal Wetland,Chandertal Wetland,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(ii);(iii)",Terrestrial,0,,0.49,,Not Applicable,0,Designated,2005,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is not implemented and not available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,902825,902825,PA,Hokera Wetland,Hokera Wetland,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(ii);(iv);(v);(viii)",Terrestrial,0,,13.75,,Not Applicable,0,Designated,2005,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,902826,902826,PA,Renuka Wetland,Renuka Wetland,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(iii);(iv)",Terrestrial,0,,0.2,,Not Applicable,0,Designated,2005,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is implemented and is available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,902827,902827,PA,Rudrasagar Lake,Rudrasagar Lake,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(ii);(iii);(viii)",Terrestrial,0,,2.4,,Not Applicable,0,Designated,2005,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is implemented and is available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,902828,902828,PA,Surinsar-Mansar Lakes,Surinsar-Mansar Lakes,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(ii);(iii);(iv)",Terrestrial,0,,3.5,,Not Applicable,0,Designated,2005,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,902829,902829,PA,Upper Ganga River,Upper Ganga River,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(ii);(iii);(iv);(v);(vii)",Terrestrial,0,,265.9,,Not Applicable,0,Designated,2005,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is implemented and is available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,555547551,555547551,PA,Nokrek,Nokrek,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,,47.8,,Not Applicable,0,Designated,2009,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1688,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,555547552,555547552,PA,Pachmarhi,Pachmarhi,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,,524.37,,Not Applicable,0,Designated,2009,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1688,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,555547553,555547553,PA,Similipal,Similipal,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,,845,,Not Applicable,0,Designated,2009,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1688,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,555555579,555555579,PA,Nalsarovar,Nalsarovar,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,Not Reported,"(i);(ii);(iii);(iv);(v);(vi)",Terrestrial,0,,120,,Not Applicable,0,Designated,2012,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is implemented and is available,State Verified,1856,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
