time,depth,latitude,longitude,chl
2025-10-01,0.49402538,17.0,68.5,0.2285504
2025-10-01,0.49402538,17.0,68.75,0.282435
2025-10-01,0.49402538,17.0,69.0,0.2664413
2025-10-01,0.49402538,17.0,69.25,0.31805792
2025-10-01,0.49402538,17.0,69.5,0.3498461
2025-10-01,0.49402538,17.0,69.75,0.25332946
2025-10-01,0.49402538,17.0,70.0,0.22708623
2025-10-01,0.49402538,17.0,70.25,0.18420057
2025-10-01,0.49402538,17.0,70.5,0.16399045
2025-10-01,0.49402538,17.0,70.75,0.15867458
2025-10-01,0.49402538,17.0,71.0,0.1552099
2025-10-01,0.49402538,17.0,71.25,0.15362549
2025-10-01,0.49402538,17.0,71.5,0.15756078
2025-10-01,0.49402538,17.0,71.75,0.16475554
2025-10-01,0.49402538,17.0,72.0,0.17251953
2025-10-01,0.49402538,17.0,72.25,0.18489023
2025-10-01,0.49402538,17.0,72.5,0.1963226
2025-10-01,0.49402538,17.0,72.75,0.20974857
2025-10-01,0.49402538,17.0,73.0,0.2713864
2025-10-01,0.49402538,17.0,73.25,0.34198555
2025-10-01,0.49402538,17.0,73.5,
2025-10-01,0.49402538,17.0,73.75,
2025-10-01,0.49402538,17.0,74.0,
2025-10-01,0.49402538,17.25,68.0,0.23943627
2025-10-01,0.49402538,17.25,68.25,0.16990872
2025-10-01,0.49402538,17.25,68.5,0.17110217
2025-10-01,0.49402538,17.25,68.75,0.19763362
2025-10-01,0.49402538,17.25,69.0,0.23775311
2025-10-01,0.49402538,17.25,69.25,0.2639618
2025-10-01,0.49402538,17.25,69.5,0.2746784
2025-10-01,0.49402538,17.25,69.75,0.22915262
2025-10-01,0.49402538,17.25,70.0,0.19446692
2025-10-01,0.49402538,17.25,70.25,0.19042419
2025-10-01,0.49402538,17.25,70.5,0.16637664
2025-10-01,0.49402538,17.25,70.75,0.15859629
2025-10-01,0.49402538,17.25,71.0,0.15706672
2025-10-01,0.49402538,17.25,71.25,0.15935025
2025-10-01,0.49402538,17.25,71.5,0.16340104
2025-10-01,0.49402538,17.25,71.75,0.16909295
2025-10-01,0.49402538,17.25,72.0,0.1792011
2025-10-01,0.49402538,17.25,72.25,0.19227317
2025-10-01,0.49402538,17.25,72.5,0.2015127
2025-10-01,0.49402538,17.25,72.75,0.21629292
2025-10-01,0.49402538,17.25,73.0,0.29605877
2025-10-01,0.49402538,17.25,73.25,
2025-10-01,0.49402538,17.25,73.5,
2025-10-01,0.49402538,17.25,73.75,
2025-10-01,0.49402538,17.25,74.0,
2025-10-01,0.49402538,17.5,68.0,0.23061752
2025-10-01,0.49402538,17.5,68.25,0.1755253
2025-10-01,0.49402538,17.5,68.5,0.16324356
2025-10-01,0.49402538,17.5,68.75,0.15957491
2025-10-01,0.49402538,17.5,69.0,0.16217105
2025-10-01,0.49402538,17.5,69.25,0.17655909
2025-10-01,0.49402538,17.5,69.5,0.16800313
2025-10-01,0.49402538,17.5,69.75,0.16507734
2025-10-01,0.49402538,17.5,70.0,0.16365391
2025-10-01,0.49402538,17.5,70.25,0.17155658
2025-10-01,0.49402538,17.5,70.5,0.16109449
2025-10-01,0.49402538,17.5,70.75,0.15985557
2025-10-01,0.49402538,17.5,71.0,0.16297986
2025-10-01,0.49402538,17.5,71.25,0.16679054
2025-10-01,0.49402538,17.5,71.5,0.16889691
2025-10-01,0.49402538,17.5,71.75,0.17300378
2025-10-01,0.49402538,17.5,72.0,0.18365672
2025-10-01,0.49402538,17.5,72.25,0.19379093
2025-10-01,0.49402538,17.5,72.5,0.2029495
2025-10-01,0.49402538,17.5,72.75,0.22292891
2025-10-01,0.49402538,17.5,73.0,0.28489056
2025-10-01,0.49402538,17.5,73.25,
2025-10-01,0.49402538,17.5,73.5,
2025-10-01,0.49402538,17.5,73.75,
2025-10-01,0.49402538,17.5,74.0,
2025-10-01,0.49402538,17.75,68.0,0.20568722
2025-10-01,0.49402538,17.75,68.25,0.17683603
2025-10-01,0.49402538,17.75,68.5,0.17579211
2025-10-01,0.49402538,17.75,68.75,0.16891915
2025-10-01,0.49402538,17.75,69.0,0.15819675
2025-10-01,0.49402538,17.75,69.25,0.18039872
2025-10-01,0.49402538,17.75,69.5,0.16729175
2025-10-01,0.49402538,17.75,69.75,0.16077316
2025-10-01,0.49402538,17.75,70.0,0.1632904
2025-10-01,0.49402538,17.75,70.25,0.16332978
2025-10-01,0.49402538,17.75,70.5,0.16152897
2025-10-01,0.49402538,17.75,70.75,0.16702768
2025-10-01,0.49402538,17.75,71.0,0.17547423
2025-10-01,0.49402538,17.75,71.25,0.17407459
2025-10-01,0.49402538,17.75,71.5,0.17102645
2025-10-01,0.49402538,17.75,71.75,0.17303593
2025-10-01,0.49402538,17.75,72.0,0.18063445
2025-10-01,0.49402538,17.75,72.25,0.19053914
2025-10-01,0.49402538,17.75,72.5,0.20271645
2025-10-01,0.49402538,17.75,72.75,0.23151074
2025-10-01,0.49402538,17.75,73.0,0.2849257
2025-10-01,0.49402538,17.75,73.25,
2025-10-01,0.49402538,17.75,73.5,
2025-10-01,0.49402538,17.75,73.75,
2025-10-01,0.49402538,17.75,74.0,
2025-10-01,0.49402538,18.0,68.0,0.19140463
2025-10-01,0.49402538,18.0,68.25,0.17566285
2025-10-01,0.49402538,18.0,68.5,0.18565726
2025-10-01,0.49402538,18.0,68.75,0.1802854
2025-10-01,0.49402538,18.0,69.0,0.16809054
2025-10-01,0.49402538,18.0,69.25,0.20432736
2025-10-01,0.49402538,18.0,69.5,0.1688168
2025-10-01,0.49402538,18.0,69.75,0.158788
2025-10-01,0.49402538,18.0,70.0,0.16082808
2025-10-01,0.49402538,18.0,70.25,0.16319466
2025-10-01,0.49402538,18.0,70.5,0.17291372
2025-10-01,0.49402538,18.0,70.75,0.1798899
2025-10-01,0.49402538,18.0,71.0,0.17723624
2025-10-01,0.49402538,18.0,71.25,0.17564183
2025-10-01,0.49402538,18.0,71.5,0.1722082
2025-10-01,0.49402538,18.0,71.75,0.17404915
2025-10-01,0.49402538,18.0,72.0,0.18144426
2025-10-01,0.49402538,18.0,72.25,0.19106579
2025-10-01,0.49402538,18.0,72.5,0.20822228
2025-10-01,0.49402538,18.0,72.75,0.24024448
2025-10-01,0.49402538,18.0,73.0,0.29951462
2025-10-01,0.49402538,18.0,73.25,
2025-10-01,0.49402538,18.0,73.5,
2025-10-01,0.49402538,18.0,73.75,
2025-10-01,0.49402538,18.0,74.0,
2025-10-01,0.49402538,18.25,68.0,0.19831792
2025-10-01,0.49402538,18.25,68.25,0.19484827
2025-10-01,0.49402538,18.25,68.5,0.19872211
2025-10-01,0.49402538,18.25,68.75,0.18036336
2025-10-01,0.49402538,18.25,69.0,0.17761166
2025-10-01,0.49402538,18.25,69.25,0.22257555
2025-10-01,0.49402538,18.25,69.5,0.1760252
2025-10-01,0.49402538,18.25,69.75,0.16116513
2025-10-01,0.49402538,18.25,70.0,0.16596106
2025-10-01,0.49402538,18.25,70.25,0.17661472
2025-10-01,0.49402538,18.25,70.5,0.19598421
2025-10-01,0.49402538,18.25,70.75,0.19417156
2025-10-01,0.49402538,18.25,71.0,0.17977668
2025-10-01,0.49402538,18.25,71.25,0.17567472
2025-10-01,0.49402538,18.25,71.5,0.17474051
2025-10-01,0.49402538,18.25,71.75,0.1790435
2025-10-01,0.49402538,18.25,72.0,0.19399476
2025-10-01,0.49402538,18.25,72.25,0.20808783
2025-10-01,0.49402538,18.25,72.5,0.2315092
2025-10-01,0.49402538,18.25,72.75,0.24971284
2025-10-01,0.49402538,18.25,73.0,0.2995072
2025-10-01,0.49402538,18.25,73.25,
2025-10-01,0.49402538,18.25,73.5,
2025-10-01,0.49402538,18.25,73.75,
2025-10-01,0.49402538,18.25,74.0,
2025-10-01,0.49402538,18.5,68.0,0.20908624
2025-10-01,0.49402538,18.5,68.25,0.25473145
2025-10-01,0.49402538,18.5,68.5,0.23645033
2025-10-01,0.49402538,18.5,68.75,0.1956153
2025-10-01,0.49402538,18.5,69.0,0.18748751
2025-10-01,0.49402538,18.5,69.25,0.26436138
2025-10-01,0.49402538,18.5,69.5,0.19231687
2025-10-01,0.49402538,18.5,69.75,0.17646748
2025-10-01,0.49402538,18.5,70.0,0.18518735
2025-10-01,0.49402538,18.5,70.25,0.20231922
2025-10-01,0.49402538,18.5,70.5,0.2201786
2025-10-01,0.49402538,18.5,70.75,0.21874116
2025-10-01,0.49402538,18.5,71.0,0.18626872
2025-10-01,0.49402538,18.5,71.25,0.17952962
2025-10-01,0.49402538,18.5,71.5,0.18609414
2025-10-01,0.49402538,18.5,71.75,0.19631645
2025-10-01,0.49402538,18.5,72.0,0.21126783
2025-10-01,0.49402538,18.5,72.25,0.22883731
2025-10-01,0.49402538,18.5,72.5,0.25032943
2025-10-01,0.49402538,18.5,72.75,0.24937391
2025-10-01,0.49402538,18.5,73.0,
2025-10-01,0.49402538,18.5,73.25,
2025-10-01,0.49402538,18.5,73.5,
2025-10-01,0.49402538,18.5,73.75,
2025-10-01,0.49402538,18.5,74.0,
2025-10-01,0.49402538,18.75,68.0,0.23199376
2025-10-01,0.49402538,18.75,68.25,0.29536325
2025-10-01,0.49402538,18.75,68.5,0.26946864
2025-10-01,0.49402538,18.75,68.75,0.22625446
2025-10-01,0.49402538,18.75,69.0,0.19924004
2025-10-01,0.49402538,18.75,69.25,0.26704377
2025-10-01,0.49402538,18.75,69.5,0.21646145
2025-10-01,0.49402538,18.75,69.75,0.20793495
2025-10-01,0.49402538,18.75,70.0,0.21389192
2025-10-01,0.49402538,18.75,70.25,0.22563508
2025-10-01,0.49402538,18.75,70.5,0.23562373
2025-10-01,0.49402538,18.75,70.75,0.22681679
2025-10-01,0.49402538,18.75,71.0,0.2001793
2025-10-01,0.49402538,18.75,71.25,0.19424173
2025-10-01,0.49402538,18.75,71.5,0.21189275
2025-10-01,0.49402538,18.75,71.75,0.22192645
2025-10-01,0.49402538,18.75,72.0,0.22820245
2025-10-01,0.49402538,18.75,72.25,0.24154405
2025-10-01,0.49402538,18.75,72.5,0.2536162
2025-10-01,0.49402538,18.75,72.75,0.25389624
2025-10-01,0.49402538,18.75,73.0,
2025-10-01,0.49402538,18.75,73.25,
2025-10-01,0.49402538,18.75,73.5,
2025-10-01,0.49402538,18.75,73.75,
2025-10-01,0.49402538,18.75,74.0,
2025-10-01,0.49402538,19.0,68.0,0.25323904
2025-10-01,0.49402538,19.0,68.25,0.29365253
2025-10-01,0.49402538,19.0,68.5,0.30698153
2025-10-01,0.49402538,19.0,68.75,0.2679314
2025-10-01,0.49402538,19.0,69.0,0.23140927
2025-10-01,0.49402538,19.0,69.25,0.2799102
2025-10-01,0.49402538,19.0,69.5,0.2476405
2025-10-01,0.49402538,19.0,69.75,0.26565686
2025-10-01,0.49402538,19.0,70.0,0.25391617
2025-10-01,0.49402538,19.0,70.25,0.2524136
2025-10-01,0.49402538,19.0,70.5,0.23666169
2025-10-01,0.49402538,19.0,70.75,0.2192565
2025-10-01,0.49402538,19.0,71.0,0.20697545
2025-10-01,0.49402538,19.0,71.25,0.21651947
2025-10-01,0.49402538,19.0,71.5,0.2794267
2025-10-01,0.49402538,19.0,71.75,0.3003064
2025-10-01,0.49402538,19.0,72.0,0.29296285
2025-10-01,0.49402538,19.0,72.25,0.28804892
2025-10-01,0.49402538,19.0,72.5,0.26827747
2025-10-01,0.49402538,19.0,72.75,0.25383225
2025-10-01,0.49402538,19.0,73.0,
2025-10-01,0.49402538,19.0,73.25,
2025-10-01,0.49402538,19.0,73.5,
2025-10-01,0.49402538,19.0,73.75,
2025-10-01,0.49402538,19.0,74.0,
2025-10-01,0.49402538,19.25,68.0,0.25962758
2025-10-01,0.49402538,19.25,68.25,0.25869223
2025-10-01,0.49402538,19.25,68.5,0.3309725
2025-10-01,0.49402538,19.25,68.75,0.3112436
2025-10-01,0.49402538,19.25,69.0,0.28943375
2025-10-01,0.49402538,19.25,69.25,0.33590567
2025-10-01,0.49402538,19.25,69.5,0.34936008
2025-10-01,0.49402538,19.25,69.75,0.3318903
2025-10-01,0.49402538,19.25,70.0,0.28370625
2025-10-01,0.49402538,19.25,70.25,0.26098055
2025-10-01,0.49402538,19.25,70.5,0.25572574
2025-10-01,0.49402538,19.25,70.75,0.23720168
2025-10-01,0.49402538,19.25,71.0,0.2489476
2025-10-01,0.49402538,19.25,71.25,0.29183328
2025-10-01,0.49402538,19.25,71.5,0.42899725
2025-10-01,0.49402538,19.25,71.75,0.47808978
2025-10-01,0.49402538,19.25,72.0,0.447662
2025-10-01,0.49402538,19.25,72.25,0.37714368
2025-10-01,0.49402538,19.25,72.5,0.27736375
2025-10-01,0.49402538,19.25,72.75,0.26213208
2025-10-01,0.49402538,19.25,73.0,
2025-10-01,0.49402538,19.25,73.25,
2025-10-01,0.49402538,19.25,73.5,
2025-10-01,0.49402538,19.25,73.75,
2025-10-01,0.49402538,19.25,74.0,
2025-10-01,0.49402538,19.5,68.0,0.26245984
2025-10-01,0.49402538,19.5,68.25,0.23118779
2025-10-01,0.49402538,19.5,68.5,0.29381576
2025-10-01,0.49402538,19.5,68.75,0.3560425
2025-10-01,0.49402538,19.5,69.0,0.33383074
2025-10-01,0.49402538,19.5,69.25,0.387043
2025-10-01,0.49402538,19.5,69.5,0.43492666
2025-10-01,0.49402538,19.5,69.75,0.3593147
2025-10-01,0.49402538,19.5,70.0,0.30271903
2025-10-01,0.49402538,19.5,70.25,0.25670284
2025-10-01,0.49402538,19.5,70.5,0.300425
2025-10-01,0.49402538,19.5,70.75,0.32353002
2025-10-01,0.49402538,19.5,71.0,0.36197546
2025-10-01,0.49402538,19.5,71.25,0.6270245
2025-10-01,0.49402538,19.5,71.5,0.6625159
2025-10-01,0.49402538,19.5,71.75,0.74302256
2025-10-01,0.49402538,19.5,72.0,0.7106585
2025-10-01,0.49402538,19.5,72.25,0.49196032
2025-10-01,0.49402538,19.5,72.5,0.27557176
2025-10-01,0.49402538,19.5,72.75,
2025-10-01,0.49402538,19.5,73.0,
2025-10-01,0.49402538,19.5,73.25,
2025-10-01,0.49402538,19.5,73.5,
2025-10-01,0.49402538,19.5,73.75,
2025-10-01,0.49402538,19.5,74.0,
2025-10-01,0.49402538,19.75,68.0,0.26762274
2025-10-01,0.49402538,19.75,68.25,0.24675916
2025-10-01,0.49402538,19.75,68.5,0.2685958
2025-10-01,0.49402538,19.75,68.75,0.3996364
2025-10-01,0.49402538,19.75,69.0,0.36679664
2025-10-01,0.49402538,19.75,69.25,0.39517733
2025-10-01,0.49402538,19.75,69.5,0.4264417
2025-10-01,0.49402538,19.75,69.75,0.387205
2025-10-01,0.49402538,19.75,70.0,0.35296905
2025-10-01,0.49402538,19.75,70.25,0.27348596
2025-10-01,0.49402538,19.75,70.5,0.29108995
2025-10-01,0.49402538,19.75,70.75,0.33576837
2025-10-01,0.49402538,19.75,71.0,0.5336856
2025-10-01,0.49402538,19.75,71.25,1.285687
2025-10-01,0.49402538,19.75,71.5,1.0995059
2025-10-01,0.49402538,19.75,71.75,1.124043
2025-10-01,0.49402538,19.75,72.0,0.94246083
2025-10-01,0.49402538,19.75,72.25,0.61779106
2025-10-01,0.49402538,19.75,72.5,0.3072397
2025-10-01,0.49402538,19.75,72.75,
2025-10-01,0.49402538,19.75,73.0,
2025-10-01,0.49402538,19.75,73.25,
2025-10-01,0.49402538,19.75,73.5,
2025-10-01,0.49402538,19.75,73.75,
2025-10-01,0.49402538,19.75,74.0,
2025-10-01,0.49402538,20.0,68.0,0.26250267
2025-10-01,0.49402538,20.0,68.25,0.2555833
2025-10-01,0.49402538,20.0,68.5,0.27290595
2025-10-01,0.49402538,20.0,68.75,0.4178109
2025-10-01,0.49402538,20.0,69.0,0.42044285
2025-10-01,0.49402538,20.0,69.25,0.38834605
2025-10-01,0.49402538,20.0,69.5,0.44125706
2025-10-01,0.49402538,20.0,69.75,0.44843918
2025-10-01,0.49402538,20.0,70.0,0.4077247
2025-10-01,0.49402538,20.0,70.25,0.37714094
2025-10-01,0.49402538,20.0,70.5,0.45652482
2025-10-01,0.49402538,20.0,70.75,0.677023
2025-10-01,0.49402538,20.0,71.0,1.2307054
2025-10-01,0.49402538,20.0,71.25,2.2056084
2025-10-01,0.49402538,20.0,71.5,1.8119674
2025-10-01,0.49402538,20.0,71.75,1.4501357
2025-10-01,0.49402538,20.0,72.0,0.9502913
2025-10-01,0.49402538,20.0,72.25,0.57005006
2025-10-01,0.49402538,20.0,72.5,0.31025285
2025-10-01,0.49402538,20.0,72.75,
2025-10-01,0.49402538,20.0,73.0,
2025-10-01,0.49402538,20.0,73.25,
2025-10-01,0.49402538,20.0,73.5,
2025-10-01,0.49402538,20.0,73.75,
2025-10-01,0.49402538,20.0,74.0,
2025-10-01,0.49402538,20.25,68.0,0.27175465
2025-10-01,0.49402538,20.25,68.25,0.2611579
2025-10-01,0.49402538,20.25,68.5,0.28182364
2025-10-01,0.49402538,20.25,68.75,0.39623374
2025-10-01,0.49402538,20.25,69.0,0.5038519
2025-10-01,0.49402538,20.25,69.25,0.5091389
2025-10-01,0.49402538,20.25,69.5,0.609236
